scorer,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300,DLC_Resnet50_Capstone-project-DLCMar8shuffle1_snapshot_300
bodyparts,Nose,Nose,Nose,Left_Ear,Left_Ear,Left_Ear,Right_Ear,Right_Ear,Right_Ear,Body_Center,Body_Center,Body_Center,Left_Body,Left_Body,Left_Body,Right_Body,Right_Body,Right_Body,Tail_Base,Tail_Base,Tail_Base
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,116.64926,150.81807,0.23585373,119.670425,164.51825,0.25744647,114.89072,164.28345,0.3182458,114.4388,155.4187,0.10086612,117.306244,154.56874,0.06496574,123.30433,163.73509,0.06018809,118.478645,144.72679,0.22523153
1,116.60018,150.95654,0.24067028,117.3167,160.63603,0.27055934,114.834015,164.24228,0.3308573,114.36651,155.73668,0.108332545,117.23888,154.8699,0.067867905,123.34416,163.88342,0.06663408,118.355515,144.74695,0.22869216
2,116.52141,150.71487,0.23747589,119.640076,164.72464,0.27268612,115.05982,164.41121,0.3293165,114.57593,155.54909,0.12183757,117.58975,154.82957,0.079649396,123.50757,163.94603,0.068200536,118.52529,144.7888,0.22532997
3,116.5113,150.3037,0.23939377,119.610916,164.90291,0.25630993,115.24752,164.5962,0.30910727,114.69947,155.52892,0.117611416,117.54564,154.81107,0.07911466,123.70769,164.07219,0.06592538,118.525536,144.73026,0.22540082
4,116.40698,149.65894,0.24190184,119.56136,164.78781,0.23862225,122.21464,156.36755,0.3044305,114.6179,155.78732,0.11084072,117.155075,154.8687,0.07646205,123.954445,164.01927,0.06595641,118.6024,144.61824,0.22159979
5,116.41659,149.54869,0.24275741,119.561226,164.74097,0.2346701,122.2735,156.23735,0.30541912,114.55827,155.80777,0.10895127,117.099335,154.83316,0.07507921,123.99853,164.06123,0.06477451,118.62639,144.58543,0.21937315
6,116.394295,149.5418,0.2454182,119.53448,164.74394,0.23703487,122.298294,156.18398,0.31028193,114.60647,155.8572,0.1099266,117.09663,154.91005,0.07593893,124.031494,164.07426,0.07076068,118.62462,144.61217,0.21716729
7,116.37225,149.53683,0.24551429,119.55975,164.77335,0.23722342,122.28883,156.13335,0.31174684,114.67965,155.84366,0.11039841,117.14936,154.91475,0.07669043,124.02622,164.05255,0.071220994,118.63532,144.60185,0.21893272
